OID,metro_area,area_land,area_water,GEOID10,mode,month,trips,classification,lat,lon
1377,"Greensboro, NC",479940780,10634270,35164,Demand Response,2019-12,21346,Non-Rail,36.09448947,-79.84385618
1378,"Greensboro, NC",479940780,10634270,35164,Demand Response,2020-01,24449,Non-Rail,36.09448947,-79.84385618
1379,"Greensboro, NC",479940780,10634270,35164,Demand Response,2020-02,22922,Non-Rail,36.09448947,-79.84385618
1380,"Greensboro, NC",479940780,10634270,35164,Demand Response,2020-03,18309,Non-Rail,36.09448947,-79.84385618
1381,"Greensboro, NC",479940780,10634270,35164,Demand Response,2020-04,9333,Non-Rail,36.09448947,-79.84385618
1382,"Greensboro, NC",479940780,10634270,35164,Demand Response,2020-05,9740,Non-Rail,36.09448947,-79.84385618
1383,"Greensboro, NC",479940780,10634270,35164,Demand Response,2020-06,11993,Non-Rail,36.09448947,-79.84385618
1384,"Greensboro, NC",479940780,10634270,35164,Demand Response,2020-07,13202,Non-Rail,36.09448947,-79.84385618
1385,"Greensboro, NC",479940780,10634270,35164,Demand Response,2020-08,13054,Non-Rail,36.09448947,-79.84385618
1386,"Greensboro, NC",479940780,10634270,35164,Demand Response,2020-09,13966,Non-Rail,36.09448947,-79.84385618
1387,"Greensboro, NC",479940780,10634270,35164,Bus,2019-01,266388,Non-Rail,36.09448947,-79.84385618
1388,"Greensboro, NC",479940780,10634270,35164,Bus,2019-02,263153,Non-Rail,36.09448947,-79.84385618
1389,"Greensboro, NC",479940780,10634270,35164,Bus,2019-03,266697,Non-Rail,36.09448947,-79.84385618
1390,"Greensboro, NC",479940780,10634270,35164,Bus,2019-04,273595,Non-Rail,36.09448947,-79.84385618
1391,"Greensboro, NC",479940780,10634270,35164,Bus,2019-05,257459,Non-Rail,36.09448947,-79.84385618
1392,"Greensboro, NC",479940780,10634270,35164,Bus,2019-06,233094,Non-Rail,36.09448947,-79.84385618
1393,"Greensboro, NC",479940780,10634270,35164,Bus,2019-07,241130,Non-Rail,36.09448947,-79.84385618
1394,"Greensboro, NC",479940780,10634270,35164,Bus,2019-08,256084,Non-Rail,36.09448947,-79.84385618
1395,"Greensboro, NC",479940780,10634270,35164,Bus,2019-09,286842,Non-Rail,36.09448947,-79.84385618
1396,"Greensboro, NC",479940780,10634270,35164,Bus,2019-10,301386,Non-Rail,36.09448947,-79.84385618
1397,"Greensboro, NC",479940780,10634270,35164,Bus,2019-11,253485,Non-Rail,36.09448947,-79.84385618
1398,"Greensboro, NC",479940780,10634270,35164,Bus,2019-12,229209,Non-Rail,36.09448947,-79.84385618
1399,"Greensboro, NC",479940780,10634270,35164,Bus,2020-01,258397,Non-Rail,36.09448947,-79.84385618
1400,"Greensboro, NC",479940780,10634270,35164,Bus,2020-02,248948,Non-Rail,36.09448947,-79.84385618
1401,"Greensboro, NC",479940780,10634270,35164,Bus,2020-03,189844,Non-Rail,36.09448947,-79.84385618
1402,"Greensboro, NC",479940780,10634270,35164,Bus,2020-04,73484,Non-Rail,36.09448947,-79.84385618
1403,"Greensboro, NC",479940780,10634270,35164,Bus,2020-05,79528,Non-Rail,36.09448947,-79.84385618
1404,"Greensboro, NC",479940780,10634270,35164,Bus,2020-06,115934,Non-Rail,36.09448947,-79.84385618
1405,"Greensboro, NC",479940780,10634270,35164,Bus,2020-07,129718,Non-Rail,36.09448947,-79.84385618
1406,"Greensboro, NC",479940780,10634270,35164,Bus,2020-08,144598,Non-Rail,36.09448947,-79.84385618
1407,"Greensboro, NC",479940780,10634270,35164,Bus,2020-09,169361,Non-Rail,36.09448947,-79.84385618
1408,"Greensboro, NC",479940780,10634270,35164,Vanpool,2019-01,22485,Non-Rail,36.09448947,-79.84385618
1409,"Greensboro, NC",479940780,10634270,35164,Vanpool,2019-02,18962,Non-Rail,36.09448947,-79.84385618
1410,"Greensboro, NC",479940780,10634270,35164,Vanpool,2019-03,20288,Non-Rail,36.09448947,-79.84385618
1411,"Greensboro, NC",479940780,10634270,35164,Vanpool,2019-04,20841,Non-Rail,36.09448947,-79.84385618
1412,"Greensboro, NC",479940780,10634270,35164,Vanpool,2019-05,19720,Non-Rail,36.09448947,-79.84385618
1413,"Greensboro, NC",479940780,10634270,35164,Vanpool,2019-06,16778,Non-Rail,36.09448947,-79.84385618
1414,"Greensboro, NC",479940780,10634270,35164,Vanpool,2019-07,23420,Non-Rail,36.09448947,-79.84385618
1415,"Greensboro, NC",479940780,10634270,35164,Vanpool,2019-08,20922,Non-Rail,36.09448947,-79.84385618
1416,"Greensboro, NC",479940780,10634270,35164,Vanpool,2019-09,18561,Non-Rail,36.09448947,-79.84385618
1417,"Greensboro, NC",479940780,10634270,35164,Vanpool,2019-10,20322,Non-Rail,36.09448947,-79.84385618
1418,"Greensboro, NC",479940780,10634270,35164,Vanpool,2019-11,17750,Non-Rail,36.09448947,-79.84385618
1419,"Greensboro, NC",479940780,10634270,35164,Vanpool,2019-12,18494,Non-Rail,36.09448947,-79.84385618
1420,"Greensboro, NC",479940780,10634270,35164,Vanpool,2020-01,19104,Non-Rail,36.09448947,-79.84385618
1421,"Greensboro, NC",479940780,10634270,35164,Vanpool,2020-02,17403,Non-Rail,36.09448947,-79.84385618
1422,"Greensboro, NC",479940780,10634270,35164,Vanpool,2020-03,16300,Non-Rail,36.09448947,-79.84385618
1423,"Greensboro, NC",479940780,10634270,35164,Vanpool,2020-04,9965,Non-Rail,36.09448947,-79.84385618
1424,"Greensboro, NC",479940780,10634270,35164,Vanpool,2020-05,8105,Non-Rail,36.09448947,-79.84385618
1425,"Greensboro, NC",479940780,10634270,35164,Vanpool,2020-06,12271,Non-Rail,36.09448947,-79.84385618
1426,"Greensboro, NC",479940780,10634270,35164,Vanpool,2020-07,8784,Non-Rail,36.09448947,-79.84385618
1427,"Greensboro, NC",479940780,10634270,35164,Vanpool,2020-08,6319,Non-Rail,36.09448947,-79.84385618
1428,"Greensboro, NC",479940780,10634270,35164,Vanpool,2020-09,5780,Non-Rail,36.09448947,-79.84385618
1429,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Commuter Bus,2019-01,500,Non-Rail,39.18644469,-84.46142101
1430,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Commuter Bus,2019-02,1326,Non-Rail,39.18644469,-84.46142101
1431,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Commuter Bus,2019-03,1017,Non-Rail,39.18644469,-84.46142101
1432,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Commuter Bus,2019-04,1098,Non-Rail,39.18644469,-84.46142101
1433,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Commuter Bus,2019-05,746,Non-Rail,39.18644469,-84.46142101
1434,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Commuter Bus,2019-06,477,Non-Rail,39.18644469,-84.46142101
1435,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Commuter Bus,2019-07,448,Non-Rail,39.18644469,-84.46142101
1436,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Commuter Bus,2019-08,760,Non-Rail,39.18644469,-84.46142101
1437,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Commuter Bus,2019-09,1469,Non-Rail,39.18644469,-84.46142101
1438,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Commuter Bus,2019-10,1621,Non-Rail,39.18644469,-84.46142101
1439,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Commuter Bus,2019-11,1174,Non-Rail,39.18644469,-84.46142101
1440,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Commuter Bus,2019-12,792,Non-Rail,39.18644469,-84.46142101
1441,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Commuter Bus,2020-01,429,Non-Rail,39.18644469,-84.46142101
1442,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Commuter Bus,2020-02,1161,Non-Rail,39.18644469,-84.46142101
1443,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Commuter Bus,2020-03,526,Non-Rail,39.18644469,-84.46142101
1444,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Commuter Bus,2020-04,0,Non-Rail,39.18644469,-84.46142101
1445,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Commuter Bus,2020-05,0,Non-Rail,39.18644469,-84.46142101
1446,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Commuter Bus,2020-06,0,Non-Rail,39.18644469,-84.46142101
1447,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Commuter Bus,2020-07,0,Non-Rail,39.18644469,-84.46142101
1448,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Commuter Bus,2020-08,63,Non-Rail,39.18644469,-84.46142101
1449,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Commuter Bus,2020-09,174,Non-Rail,39.18644469,-84.46142101
1450,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Demand Response,2019-01,28027,Non-Rail,39.18644469,-84.46142101
1451,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Demand Response,2019-02,27964,Non-Rail,39.18644469,-84.46142101
1452,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Demand Response,2019-03,29469,Non-Rail,39.18644469,-84.46142101
1453,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Demand Response,2019-04,30749,Non-Rail,39.18644469,-84.46142101
1454,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Demand Response,2019-05,30198,Non-Rail,39.18644469,-84.46142101
1455,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Demand Response,2019-06,26979,Non-Rail,39.18644469,-84.46142101
1456,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Demand Response,2019-07,29065,Non-Rail,39.18644469,-84.46142101
1457,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Demand Response,2019-08,30155,Non-Rail,39.18644469,-84.46142101
1458,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Demand Response,2019-09,29178,Non-Rail,39.18644469,-84.46142101
1459,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Demand Response,2019-10,32797,Non-Rail,39.18644469,-84.46142101
1460,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Demand Response,2019-11,28092,Non-Rail,39.18644469,-84.46142101
1461,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Demand Response,2019-12,27073,Non-Rail,39.18644469,-84.46142101
1462,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Demand Response,2020-01,35903,Non-Rail,39.18644469,-84.46142101
1463,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Demand Response,2020-02,33183,Non-Rail,39.18644469,-84.46142101
1464,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Demand Response,2020-03,22656,Non-Rail,39.18644469,-84.46142101
1465,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Demand Response,2020-04,7853,Non-Rail,39.18644469,-84.46142101
1466,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Demand Response,2020-05,10276,Non-Rail,39.18644469,-84.46142101
1467,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Demand Response,2020-06,12850,Non-Rail,39.18644469,-84.46142101
1468,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Demand Response,2020-07,15693,Non-Rail,39.18644469,-84.46142101
1469,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Demand Response,2020-08,16406,Non-Rail,39.18644469,-84.46142101
1470,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Demand Response,2020-09,17622,Non-Rail,39.18644469,-84.46142101
1471,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Bus,2019-01,1293389,Non-Rail,39.18644469,-84.46142101
1472,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Bus,2019-02,1358074,Non-Rail,39.18644469,-84.46142101
1473,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Bus,2019-03,1366948,Non-Rail,39.18644469,-84.46142101
1474,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Bus,2019-04,1536581,Non-Rail,39.18644469,-84.46142101
1475,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Bus,2019-05,1435901,Non-Rail,39.18644469,-84.46142101
1476,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Bus,2019-06,1185251,Non-Rail,39.18644469,-84.46142101
1477,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Bus,2019-07,1231196,Non-Rail,39.18644469,-84.46142101
1478,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Bus,2019-08,1417645,Non-Rail,39.18644469,-84.46142101
1479,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Bus,2019-09,1555851,Non-Rail,39.18644469,-84.46142101
1480,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Bus,2019-10,1681812,Non-Rail,39.18644469,-84.46142101
1481,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Bus,2019-11,1361154,Non-Rail,39.18644469,-84.46142101
1482,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Bus,2019-12,1276956,Non-Rail,39.18644469,-84.46142101
1483,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Bus,2020-01,1366843,Non-Rail,39.18644469,-84.46142101
1484,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Bus,2020-02,1332005,Non-Rail,39.18644469,-84.46142101
1485,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Bus,2020-03,949118,Non-Rail,39.18644469,-84.46142101
1486,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Bus,2020-04,454182,Non-Rail,39.18644469,-84.46142101
1487,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Bus,2020-05,477801,Non-Rail,39.18644469,-84.46142101
1488,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Bus,2020-06,587091,Non-Rail,39.18644469,-84.46142101
1489,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Bus,2020-07,650117,Non-Rail,39.18644469,-84.46142101
1490,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Bus,2020-08,644338,Non-Rail,39.18644469,-84.46142101
1491,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Bus,2020-09,622387,Non-Rail,39.18644469,-84.46142101
1492,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Streetcar,2019-01,22264,Rail,39.18644469,-84.46142101
1493,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Streetcar,2019-02,24081,Rail,39.18644469,-84.46142101
1494,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Streetcar,2019-03,35617,Rail,39.18644469,-84.46142101
1495,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Streetcar,2019-04,36006,Rail,39.18644469,-84.46142101
1496,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Streetcar,2019-05,46747,Rail,39.18644469,-84.46142101
1497,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Streetcar,2019-06,50969,Rail,39.18644469,-84.46142101
1498,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Streetcar,2019-07,58868,Rail,39.18644469,-84.46142101
1499,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Streetcar,2019-08,56420,Rail,39.18644469,-84.46142101
1500,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Streetcar,2019-09,51598,Rail,39.18644469,-84.46142101
1501,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Streetcar,2019-10,77406,Rail,39.18644469,-84.46142101
1502,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Streetcar,2019-11,32922,Rail,39.18644469,-84.46142101
1503,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Streetcar,2019-12,38694,Rail,39.18644469,-84.46142101
1504,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Streetcar,2020-01,26387,Rail,39.18644469,-84.46142101
1505,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Streetcar,2020-02,28913,Rail,39.18644469,-84.46142101
1506,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Streetcar,2020-03,18794,Rail,39.18644469,-84.46142101
1507,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Streetcar,2020-04,0,Rail,39.18644469,-84.46142101
1508,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Streetcar,2020-05,0,Rail,39.18644469,-84.46142101
1509,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Streetcar,2020-06,0,Rail,39.18644469,-84.46142101
1510,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Streetcar,2020-07,0,Rail,39.18644469,-84.46142101
1511,"Cincinnati, OH-KY-IN",2039362428,25304693,16885,Streetcar,2020-08,0,Rail,39.18644469,-84.46142101
1512,"Carbondale, IL",126360233,2465459,13591,Bus,2019-01,101941,Non-Rail,37.74868526,-89.06629527
1513,"Carbondale, IL",126360233,2465459,13591,Bus,2019-02,114754,Non-Rail,37.74868526,-89.06629527
1514,"Carbondale, IL",126360233,2465459,13591,Bus,2019-03,103593,Non-Rail,37.74868526,-89.06629527
1515,"Carbondale, IL",126360233,2465459,13591,Bus,2019-04,116828,Non-Rail,37.74868526,-89.06629527
1516,"Carbondale, IL",126360233,2465459,13591,Bus,2019-05,90099,Non-Rail,37.74868526,-89.06629527
1517,"Carbondale, IL",126360233,2465459,13591,Bus,2019-06,70021,Non-Rail,37.74868526,-89.06629527
1518,"Carbondale, IL",126360233,2465459,13591,Bus,2019-07,69110,Non-Rail,37.74868526,-89.06629527
1519,"Carbondale, IL",126360233,2465459,13591,Bus,2019-08,82456,Non-Rail,37.74868526,-89.06629527
1520,"Carbondale, IL",126360233,2465459,13591,Bus,2019-09,90261,Non-Rail,37.74868526,-89.06629527
1521,"Carbondale, IL",126360233,2465459,13591,Bus,2019-10,104804,Non-Rail,37.74868526,-89.06629527
1522,"Carbondale, IL",126360233,2465459,13591,Bus,2019-11,81950,Non-Rail,37.74868526,-89.06629527
1523,"Carbondale, IL",126360233,2465459,13591,Bus,2019-12,73453,Non-Rail,37.74868526,-89.06629527
1524,"Carbondale, IL",126360233,2465459,13591,Bus,2020-01,87598,Non-Rail,37.74868526,-89.06629527
1525,"Carbondale, IL",126360233,2465459,13591,Bus,2020-02,90881,Non-Rail,37.74868526,-89.06629527
1526,"Carbondale, IL",126360233,2465459,13591,Bus,2020-03,49281,Non-Rail,37.74868526,-89.06629527
1527,"Carbondale, IL",126360233,2465459,13591,Bus,2020-04,19714,Non-Rail,37.74868526,-89.06629527
1528,"Carbondale, IL",126360233,2465459,13591,Bus,2020-05,21108,Non-Rail,37.74868526,-89.06629527
1529,"Carbondale, IL",126360233,2465459,13591,Bus,2020-06,26285,Non-Rail,37.74868526,-89.06629527
1530,"Carbondale, IL",126360233,2465459,13591,Bus,2020-07,27321,Non-Rail,37.74868526,-89.06629527
1531,"Carbondale, IL",126360233,2465459,13591,Bus,2020-08,32137,Non-Rail,37.74868526,-89.06629527
1532,"Carbondale, IL",126360233,2465459,13591,Bus,2020-09,40187,Non-Rail,37.74868526,-89.06629527
1533,"Lexington-Fayette, KY",226808192,2101519,49582,Demand Response,2019-01,18405,Non-Rail,38.02332779,-84.4960722
1534,"Lexington-Fayette, KY",226808192,2101519,49582,Demand Response,2019-02,17861,Non-Rail,38.02332779,-84.4960722
1535,"Lexington-Fayette, KY",226808192,2101519,49582,Demand Response,2019-03,19424,Non-Rail,38.02332779,-84.4960722
1536,"Lexington-Fayette, KY",226808192,2101519,49582,Demand Response,2019-04,19768,Non-Rail,38.02332779,-84.4960722
1537,"Lexington-Fayette, KY",226808192,2101519,49582,Demand Response,2019-05,19860,Non-Rail,38.02332779,-84.4960722
1538,"Lexington-Fayette, KY",226808192,2101519,49582,Demand Response,2019-06,18294,Non-Rail,38.02332779,-84.4960722
1539,"Lexington-Fayette, KY",226808192,2101519,49582,Demand Response,2019-07,19753,Non-Rail,38.02332779,-84.4960722
1540,"Lexington-Fayette, KY",226808192,2101519,49582,Demand Response,2019-08,20172,Non-Rail,38.02332779,-84.4960722
1541,"Lexington-Fayette, KY",226808192,2101519,49582,Demand Response,2019-09,19405,Non-Rail,38.02332779,-84.4960722
1542,"Lexington-Fayette, KY",226808192,2101519,49582,Demand Response,2019-10,20797,Non-Rail,38.02332779,-84.4960722
1543,"Lexington-Fayette, KY",226808192,2101519,49582,Demand Response,2019-11,18975,Non-Rail,38.02332779,-84.4960722
1544,"Lexington-Fayette, KY",226808192,2101519,49582,Demand Response,2019-12,19086,Non-Rail,38.02332779,-84.4960722
1545,"Lexington-Fayette, KY",226808192,2101519,49582,Demand Response,2020-01,20400,Non-Rail,38.02332779,-84.4960722
1546,"Lexington-Fayette, KY",226808192,2101519,49582,Demand Response,2020-02,19224,Non-Rail,38.02332779,-84.4960722
1547,"Lexington-Fayette, KY",226808192,2101519,49582,Demand Response,2020-03,14759,Non-Rail,38.02332779,-84.4960722
1548,"Lexington-Fayette, KY",226808192,2101519,49582,Demand Response,2020-04,9572,Non-Rail,38.02332779,-84.4960722
1549,"Lexington-Fayette, KY",226808192,2101519,49582,Demand Response,2020-05,11379,Non-Rail,38.02332779,-84.4960722
1550,"Lexington-Fayette, KY",226808192,2101519,49582,Demand Response,2020-06,12615,Non-Rail,38.02332779,-84.4960722
1551,"Lexington-Fayette, KY",226808192,2101519,49582,Demand Response,2020-07,12625,Non-Rail,38.02332779,-84.4960722
1552,"Lexington-Fayette, KY",226808192,2101519,49582,Demand Response,2020-08,13101,Non-Rail,38.02332779,-84.4960722
1553,"Lexington-Fayette, KY",226808192,2101519,49582,Demand Response,2020-09,13599,Non-Rail,38.02332779,-84.4960722
1554,"Lexington-Fayette, KY",226808192,2101519,49582,Bus,2019-01,380518,Non-Rail,38.02332779,-84.4960722
1555,"Lexington-Fayette, KY",226808192,2101519,49582,Bus,2019-02,394710,Non-Rail,38.02332779,-84.4960722
1556,"Lexington-Fayette, KY",226808192,2101519,49582,Bus,2019-03,361209,Non-Rail,38.02332779,-84.4960722
1557,"Lexington-Fayette, KY",226808192,2101519,49582,Bus,2019-04,403086,Non-Rail,38.02332779,-84.4960722
1558,"Lexington-Fayette, KY",226808192,2101519,49582,Bus,2019-05,293722,Non-Rail,38.02332779,-84.4960722
1559,"Lexington-Fayette, KY",226808192,2101519,49582,Bus,2019-06,263495,Non-Rail,38.02332779,-84.4960722
1560,"Lexington-Fayette, KY",226808192,2101519,49582,Bus,2019-07,280452,Non-Rail,38.02332779,-84.4960722
1561,"Lexington-Fayette, KY",226808192,2101519,49582,Bus,2019-08,359605,Non-Rail,38.02332779,-84.4960722
1562,"Lexington-Fayette, KY",226808192,2101519,49582,Bus,2019-09,447194,Non-Rail,38.02332779,-84.4960722
