OID,metro_area,area_land,area_water,GEOID10,mode,month,trips,classification,lat,lon
5581,"Huntsville, AL",543193167,2720906,40780,Demand Response,2020-06,6184,Non-Rail,34.73933396,-86.63943323
5582,"Huntsville, AL",543193167,2720906,40780,Demand Response,2020-07,5715,Non-Rail,34.73933396,-86.63943323
5583,"Huntsville, AL",543193167,2720906,40780,Demand Response,2020-08,5532,Non-Rail,34.73933396,-86.63943323
5584,"Huntsville, AL",543193167,2720906,40780,Demand Response,2020-09,5753,Non-Rail,34.73933396,-86.63943323
5585,"Huntsville, AL",543193167,2720906,40780,Bus,2019-01,45680,Non-Rail,34.73933396,-86.63943323
5586,"Huntsville, AL",543193167,2720906,40780,Bus,2019-02,59300,Non-Rail,34.73933396,-86.63943323
5587,"Huntsville, AL",543193167,2720906,40780,Bus,2019-03,46452,Non-Rail,34.73933396,-86.63943323
5588,"Huntsville, AL",543193167,2720906,40780,Bus,2019-04,62634,Non-Rail,34.73933396,-86.63943323
5589,"Huntsville, AL",543193167,2720906,40780,Bus,2019-05,57090,Non-Rail,34.73933396,-86.63943323
5590,"Huntsville, AL",543193167,2720906,40780,Bus,2019-06,48500,Non-Rail,34.73933396,-86.63943323
5591,"Huntsville, AL",543193167,2720906,40780,Bus,2019-07,62823,Non-Rail,34.73933396,-86.63943323
5592,"Huntsville, AL",543193167,2720906,40780,Bus,2019-08,64819,Non-Rail,34.73933396,-86.63943323
5593,"Huntsville, AL",543193167,2720906,40780,Bus,2019-09,58496,Non-Rail,34.73933396,-86.63943323
5594,"Huntsville, AL",543193167,2720906,40780,Bus,2019-10,67576,Non-Rail,34.73933396,-86.63943323
5595,"Huntsville, AL",543193167,2720906,40780,Bus,2019-11,57369,Non-Rail,34.73933396,-86.63943323
5596,"Huntsville, AL",543193167,2720906,40780,Bus,2019-12,56782,Non-Rail,34.73933396,-86.63943323
5597,"Huntsville, AL",543193167,2720906,40780,Bus,2020-01,59812,Non-Rail,34.73933396,-86.63943323
5598,"Huntsville, AL",543193167,2720906,40780,Bus,2020-02,58995,Non-Rail,34.73933396,-86.63943323
5599,"Huntsville, AL",543193167,2720906,40780,Bus,2020-03,51220,Non-Rail,34.73933396,-86.63943323
5600,"Huntsville, AL",543193167,2720906,40780,Bus,2020-04,27917,Non-Rail,34.73933396,-86.63943323
5601,"Huntsville, AL",543193167,2720906,40780,Bus,2020-05,28464,Non-Rail,34.73933396,-86.63943323
5602,"Huntsville, AL",543193167,2720906,40780,Bus,2020-06,35690,Non-Rail,34.73933396,-86.63943323
5603,"Huntsville, AL",543193167,2720906,40780,Bus,2020-07,37613,Non-Rail,34.73933396,-86.63943323
5604,"Huntsville, AL",543193167,2720906,40780,Bus,2020-08,37191,Non-Rail,34.73933396,-86.63943323
5605,"Huntsville, AL",543193167,2720906,40780,Bus,2020-09,38218,Non-Rail,34.73933396,-86.63943323
5606,"Urban Honolulu, HI",440039089,13080105,89770,Demand Response,2019-01,118213,Non-Rail,21.36466424,-157.939681
5607,"Urban Honolulu, HI",440039089,13080105,89770,Demand Response,2019-02,107667,Non-Rail,21.36466424,-157.939681
5608,"Urban Honolulu, HI",440039089,13080105,89770,Demand Response,2019-03,118731,Non-Rail,21.36466424,-157.939681
5609,"Urban Honolulu, HI",440039089,13080105,89770,Demand Response,2019-04,121501,Non-Rail,21.36466424,-157.939681
5610,"Urban Honolulu, HI",440039089,13080105,89770,Demand Response,2019-05,122506,Non-Rail,21.36466424,-157.939681
5611,"Urban Honolulu, HI",440039089,13080105,89770,Demand Response,2019-06,113976,Non-Rail,21.36466424,-157.939681
5612,"Urban Honolulu, HI",440039089,13080105,89770,Demand Response,2019-07,123940,Non-Rail,21.36466424,-157.939681
5613,"Urban Honolulu, HI",440039089,13080105,89770,Demand Response,2019-08,124844,Non-Rail,21.36466424,-157.939681
5614,"Urban Honolulu, HI",440039089,13080105,89770,Demand Response,2019-09,119189,Non-Rail,21.36466424,-157.939681
5615,"Urban Honolulu, HI",440039089,13080105,89770,Demand Response,2019-10,128462,Non-Rail,21.36466424,-157.939681
5616,"Urban Honolulu, HI",440039089,13080105,89770,Demand Response,2019-11,114368,Non-Rail,21.36466424,-157.939681
5617,"Urban Honolulu, HI",440039089,13080105,89770,Demand Response,2019-12,118097,Non-Rail,21.36466424,-157.939681
5618,"Urban Honolulu, HI",440039089,13080105,89770,Demand Response,2020-01,118333,Non-Rail,21.36466424,-157.939681
5619,"Urban Honolulu, HI",440039089,13080105,89770,Demand Response,2020-02,111705,Non-Rail,21.36466424,-157.939681
5620,"Urban Honolulu, HI",440039089,13080105,89770,Demand Response,2020-03,84053,Non-Rail,21.36466424,-157.939681
5621,"Urban Honolulu, HI",440039089,13080105,89770,Demand Response,2020-04,32040,Non-Rail,21.36466424,-157.939681
5622,"Urban Honolulu, HI",440039089,13080105,89770,Demand Response,2020-05,40186,Non-Rail,21.36466424,-157.939681
5623,"Urban Honolulu, HI",440039089,13080105,89770,Demand Response,2020-06,50927,Non-Rail,21.36466424,-157.939681
5624,"Urban Honolulu, HI",440039089,13080105,89770,Demand Response,2020-07,55127,Non-Rail,21.36466424,-157.939681
5625,"Urban Honolulu, HI",440039089,13080105,89770,Demand Response,2020-08,50161,Non-Rail,21.36466424,-157.939681
5626,"Urban Honolulu, HI",440039089,13080105,89770,Demand Response,2020-09,46562,Non-Rail,21.36466424,-157.939681
5627,"Urban Honolulu, HI",440039089,13080105,89770,Bus,2019-01,5560726,Non-Rail,21.36466424,-157.939681
5628,"Urban Honolulu, HI",440039089,13080105,89770,Bus,2019-02,5038879,Non-Rail,21.36466424,-157.939681
5629,"Urban Honolulu, HI",440039089,13080105,89770,Bus,2019-03,5162708,Non-Rail,21.36466424,-157.939681
5630,"Urban Honolulu, HI",440039089,13080105,89770,Bus,2019-04,5095294,Non-Rail,21.36466424,-157.939681
5631,"Urban Honolulu, HI",440039089,13080105,89770,Bus,2019-05,5267204,Non-Rail,21.36466424,-157.939681
5632,"Urban Honolulu, HI",440039089,13080105,89770,Bus,2019-06,4643789,Non-Rail,21.36466424,-157.939681
5633,"Urban Honolulu, HI",440039089,13080105,89770,Bus,2019-07,4890770,Non-Rail,21.36466424,-157.939681
5634,"Urban Honolulu, HI",440039089,13080105,89770,Bus,2019-08,5017632,Non-Rail,21.36466424,-157.939681
5635,"Urban Honolulu, HI",440039089,13080105,89770,Bus,2019-09,4976406,Non-Rail,21.36466424,-157.939681
5636,"Urban Honolulu, HI",440039089,13080105,89770,Bus,2019-10,5327400,Non-Rail,21.36466424,-157.939681
5637,"Urban Honolulu, HI",440039089,13080105,89770,Bus,2019-11,4938365,Non-Rail,21.36466424,-157.939681
5638,"Urban Honolulu, HI",440039089,13080105,89770,Bus,2019-12,4933099,Non-Rail,21.36466424,-157.939681
5639,"Urban Honolulu, HI",440039089,13080105,89770,Bus,2020-01,4956518,Non-Rail,21.36466424,-157.939681
5640,"Urban Honolulu, HI",440039089,13080105,89770,Bus,2020-02,4614570,Non-Rail,21.36466424,-157.939681
5641,"Urban Honolulu, HI",440039089,13080105,89770,Bus,2020-03,3471985,Non-Rail,21.36466424,-157.939681
5642,"Urban Honolulu, HI",440039089,13080105,89770,Bus,2020-04,1789350,Non-Rail,21.36466424,-157.939681
5643,"Urban Honolulu, HI",440039089,13080105,89770,Bus,2020-05,1804243,Non-Rail,21.36466424,-157.939681
5644,"Urban Honolulu, HI",440039089,13080105,89770,Bus,2020-06,1815692,Non-Rail,21.36466424,-157.939681
5645,"Urban Honolulu, HI",440039089,13080105,89770,Bus,2020-07,2180661,Non-Rail,21.36466424,-157.939681
5646,"Urban Honolulu, HI",440039089,13080105,89770,Bus,2020-08,2003088,Non-Rail,21.36466424,-157.939681
5647,"Urban Honolulu, HI",440039089,13080105,89770,Bus,2020-09,1871480,Non-Rail,21.36466424,-157.939681
5648,"Urban Honolulu, HI",440039089,13080105,89770,Vanpool,2019-01,11432,Non-Rail,21.36466424,-157.939681
5649,"Urban Honolulu, HI",440039089,13080105,89770,Vanpool,2019-02,10748,Non-Rail,21.36466424,-157.939681
5650,"Urban Honolulu, HI",440039089,13080105,89770,Vanpool,2019-03,11924,Non-Rail,21.36466424,-157.939681
5651,"Urban Honolulu, HI",440039089,13080105,89770,Vanpool,2019-04,13065,Non-Rail,21.36466424,-157.939681
5652,"Urban Honolulu, HI",440039089,13080105,89770,Vanpool,2019-05,12932,Non-Rail,21.36466424,-157.939681
5653,"Urban Honolulu, HI",440039089,13080105,89770,Vanpool,2019-06,11887,Non-Rail,21.36466424,-157.939681
5654,"Urban Honolulu, HI",440039089,13080105,89770,Vanpool,2019-07,14626,Non-Rail,21.36466424,-157.939681
5655,"Urban Honolulu, HI",440039089,13080105,89770,Vanpool,2019-08,14570,Non-Rail,21.36466424,-157.939681
5656,"Urban Honolulu, HI",440039089,13080105,89770,Vanpool,2019-09,14364,Non-Rail,21.36466424,-157.939681
5657,"Urban Honolulu, HI",440039089,13080105,89770,Vanpool,2019-10,14897,Non-Rail,21.36466424,-157.939681
5658,"Urban Honolulu, HI",440039089,13080105,89770,Vanpool,2019-11,14254,Non-Rail,21.36466424,-157.939681
5659,"Urban Honolulu, HI",440039089,13080105,89770,Vanpool,2019-12,16036,Non-Rail,21.36466424,-157.939681
5660,"Urban Honolulu, HI",440039089,13080105,89770,Vanpool,2020-01,16517,Non-Rail,21.36466424,-157.939681
5661,"Urban Honolulu, HI",440039089,13080105,89770,Vanpool,2020-02,15272,Non-Rail,21.36466424,-157.939681
5662,"Urban Honolulu, HI",440039089,13080105,89770,Vanpool,2020-03,15958,Non-Rail,21.36466424,-157.939681
5663,"Urban Honolulu, HI",440039089,13080105,89770,Vanpool,2020-04,13357,Non-Rail,21.36466424,-157.939681
5664,"Urban Honolulu, HI",440039089,13080105,89770,Vanpool,2020-05,13994,Non-Rail,21.36466424,-157.939681
5665,"Urban Honolulu, HI",440039089,13080105,89770,Vanpool,2020-06,14448,Non-Rail,21.36466424,-157.939681
5666,"Urban Honolulu, HI",440039089,13080105,89770,Vanpool,2020-07,14227,Non-Rail,21.36466424,-157.939681
5667,"Urban Honolulu, HI",440039089,13080105,89770,Vanpool,2020-08,14072,Non-Rail,21.36466424,-157.939681
5668,"Urban Honolulu, HI",440039089,13080105,89770,Vanpool,2020-09,14294,Non-Rail,21.36466424,-157.939681
5669,"Panama City, FL",238136833,19478862,67294,Demand Response,2019-01,5469,Non-Rail,30.19421033,-85.67717485
5670,"Panama City, FL",238136833,19478862,67294,Demand Response,2019-02,5434,Non-Rail,30.19421033,-85.67717485
5671,"Panama City, FL",238136833,19478862,67294,Demand Response,2019-03,5353,Non-Rail,30.19421033,-85.67717485
5672,"Panama City, FL",238136833,19478862,67294,Demand Response,2019-04,5520,Non-Rail,30.19421033,-85.67717485
5673,"Panama City, FL",238136833,19478862,67294,Demand Response,2019-05,5703,Non-Rail,30.19421033,-85.67717485
5674,"Panama City, FL",238136833,19478862,67294,Demand Response,2019-06,5152,Non-Rail,30.19421033,-85.67717485
5675,"Panama City, FL",238136833,19478862,67294,Demand Response,2019-07,5454,Non-Rail,30.19421033,-85.67717485
5676,"Panama City, FL",238136833,19478862,67294,Demand Response,2019-08,5521,Non-Rail,30.19421033,-85.67717485
5677,"Panama City, FL",238136833,19478862,67294,Demand Response,2019-09,5396,Non-Rail,30.19421033,-85.67717485
5678,"Panama City, FL",238136833,19478862,67294,Demand Response,2019-10,6255,Non-Rail,30.19421033,-85.67717485
5679,"Panama City, FL",238136833,19478862,67294,Demand Response,2019-11,4936,Non-Rail,30.19421033,-85.67717485
5680,"Panama City, FL",238136833,19478862,67294,Demand Response,2019-12,5112,Non-Rail,30.19421033,-85.67717485
5681,"Panama City, FL",238136833,19478862,67294,Demand Response,2020-01,5379,Non-Rail,30.19421033,-85.67717485
5682,"Panama City, FL",238136833,19478862,67294,Demand Response,2020-02,5248,Non-Rail,30.19421033,-85.67717485
5683,"Panama City, FL",238136833,19478862,67294,Demand Response,2020-03,3945,Non-Rail,30.19421033,-85.67717485
5684,"Panama City, FL",238136833,19478862,67294,Demand Response,2020-04,1005,Non-Rail,30.19421033,-85.67717485
5685,"Panama City, FL",238136833,19478862,67294,Demand Response,2020-05,1023,Non-Rail,30.19421033,-85.67717485
5686,"Panama City, FL",238136833,19478862,67294,Demand Response,2020-06,1319,Non-Rail,30.19421033,-85.67717485
5687,"Panama City, FL",238136833,19478862,67294,Demand Response,2020-07,1377,Non-Rail,30.19421033,-85.67717485
5688,"Panama City, FL",238136833,19478862,67294,Demand Response,2020-08,3347,Non-Rail,30.19421033,-85.67717485
5689,"Panama City, FL",238136833,19478862,67294,Demand Response,2020-09,3079,Non-Rail,30.19421033,-85.67717485
5690,"Panama City, FL",238136833,19478862,67294,Bus,2019-01,28858,Non-Rail,30.19421033,-85.67717485
5691,"Panama City, FL",238136833,19478862,67294,Bus,2019-02,30836,Non-Rail,30.19421033,-85.67717485
5692,"Panama City, FL",238136833,19478862,67294,Bus,2019-03,34714,Non-Rail,30.19421033,-85.67717485
5693,"Panama City, FL",238136833,19478862,67294,Bus,2019-04,37667,Non-Rail,30.19421033,-85.67717485
5694,"Panama City, FL",238136833,19478862,67294,Bus,2019-05,40602,Non-Rail,30.19421033,-85.67717485
5695,"Panama City, FL",238136833,19478862,67294,Bus,2019-06,38739,Non-Rail,30.19421033,-85.67717485
5696,"Panama City, FL",238136833,19478862,67294,Bus,2019-07,42291,Non-Rail,30.19421033,-85.67717485
5697,"Panama City, FL",238136833,19478862,67294,Bus,2019-08,45206,Non-Rail,30.19421033,-85.67717485
5698,"Panama City, FL",238136833,19478862,67294,Bus,2019-09,35093,Non-Rail,30.19421033,-85.67717485
5699,"Panama City, FL",238136833,19478862,67294,Bus,2019-10,35158,Non-Rail,30.19421033,-85.67717485
5700,"Panama City, FL",238136833,19478862,67294,Bus,2019-11,30101,Non-Rail,30.19421033,-85.67717485
5701,"Panama City, FL",238136833,19478862,67294,Bus,2019-12,28954,Non-Rail,30.19421033,-85.67717485
5702,"Panama City, FL",238136833,19478862,67294,Bus,2020-01,32156,Non-Rail,30.19421033,-85.67717485
5703,"Panama City, FL",238136833,19478862,67294,Bus,2020-02,31066,Non-Rail,30.19421033,-85.67717485
5704,"Panama City, FL",238136833,19478862,67294,Bus,2020-03,29777,Non-Rail,30.19421033,-85.67717485
5705,"Panama City, FL",238136833,19478862,67294,Bus,2020-04,14623,Non-Rail,30.19421033,-85.67717485
5706,"Panama City, FL",238136833,19478862,67294,Bus,2020-05,20166,Non-Rail,30.19421033,-85.67717485
5707,"Panama City, FL",238136833,19478862,67294,Bus,2020-06,26436,Non-Rail,30.19421033,-85.67717485
5708,"Panama City, FL",238136833,19478862,67294,Bus,2020-07,26541,Non-Rail,30.19421033,-85.67717485
5709,"Panama City, FL",238136833,19478862,67294,Bus,2020-08,25907,Non-Rail,30.19421033,-85.67717485
5710,"Panama City, FL",238136833,19478862,67294,Bus,2020-09,24962,Non-Rail,30.19421033,-85.67717485
5711,"Santa Barbara, CA",144617575,888172,79282,Bus,2019-01,561732,Non-Rail,34.42778396,-119.7241724
5712,"Santa Barbara, CA",144617575,888172,79282,Bus,2019-02,546543,Non-Rail,34.42778396,-119.7241724
5713,"Santa Barbara, CA",144617575,888172,79282,Bus,2019-03,528773,Non-Rail,34.42778396,-119.7241724
5714,"Santa Barbara, CA",144617575,888172,79282,Bus,2019-04,636913,Non-Rail,34.42778396,-119.7241724
5715,"Santa Barbara, CA",144617575,888172,79282,Bus,2019-05,598036,Non-Rail,34.42778396,-119.7241724
5716,"Santa Barbara, CA",144617575,888172,79282,Bus,2019-06,434334,Non-Rail,34.42778396,-119.7241724
5717,"Santa Barbara, CA",144617575,888172,79282,Bus,2019-07,451966,Non-Rail,34.42778396,-119.7241724
5718,"Santa Barbara, CA",144617575,888172,79282,Bus,2019-08,478885,Non-Rail,34.42778396,-119.7241724
5719,"Santa Barbara, CA",144617575,888172,79282,Bus,2019-09,533905,Non-Rail,34.42778396,-119.7241724
5720,"Santa Barbara, CA",144617575,888172,79282,Bus,2019-10,729205,Non-Rail,34.42778396,-119.7241724
5721,"Santa Barbara, CA",144617575,888172,79282,Bus,2019-11,568707,Non-Rail,34.42778396,-119.7241724
5722,"Santa Barbara, CA",144617575,888172,79282,Bus,2019-12,434351,Non-Rail,34.42778396,-119.7241724
5723,"Santa Barbara, CA",144617575,888172,79282,Bus,2020-01,609471,Non-Rail,34.42778396,-119.7241724
5724,"Santa Barbara, CA",144617575,888172,79282,Bus,2020-02,589173,Non-Rail,34.42778396,-119.7241724
5725,"Santa Barbara, CA",144617575,888172,79282,Bus,2020-03,353675,Non-Rail,34.42778396,-119.7241724
5726,"Santa Barbara, CA",144617575,888172,79282,Bus,2020-04,114879,Non-Rail,34.42778396,-119.7241724
5727,"Santa Barbara, CA",144617575,888172,79282,Bus,2020-05,129445,Non-Rail,34.42778396,-119.7241724
5728,"Santa Barbara, CA",144617575,888172,79282,Bus,2020-06,161088,Non-Rail,34.42778396,-119.7241724
5729,"Santa Barbara, CA",144617575,888172,79282,Bus,2020-07,173851,Non-Rail,34.42778396,-119.7241724
5730,"Santa Barbara, CA",144617575,888172,79282,Bus,2020-08,183310,Non-Rail,34.42778396,-119.7241724
5731,"Santa Barbara, CA",144617575,888172,79282,Bus,2020-09,187264,Non-Rail,34.42778396,-119.7241724
5732,"Spartanburg, SC",492272388,7734169,83548,Demand Response,2019-01,11323,Non-Rail,34.97277725,-81.99193695
5733,"Spartanburg, SC",492272388,7734169,83548,Demand Response,2019-02,10796,Non-Rail,34.97277725,-81.99193695
5734,"Spartanburg, SC",492272388,7734169,83548,Demand Response,2019-03,11382,Non-Rail,34.97277725,-81.99193695
5735,"Spartanburg, SC",492272388,7734169,83548,Demand Response,2019-04,10871,Non-Rail,34.97277725,-81.99193695
5736,"Spartanburg, SC",492272388,7734169,83548,Demand Response,2019-05,10840,Non-Rail,34.97277725,-81.99193695
5737,"Spartanburg, SC",492272388,7734169,83548,Demand Response,2019-06,10015,Non-Rail,34.97277725,-81.99193695
5738,"Spartanburg, SC",492272388,7734169,83548,Demand Response,2019-07,10910,Non-Rail,34.97277725,-81.99193695
5739,"Spartanburg, SC",492272388,7734169,83548,Demand Response,2019-08,10788,Non-Rail,34.97277725,-81.99193695
5740,"Spartanburg, SC",492272388,7734169,83548,Demand Response,2019-09,9729,Non-Rail,34.97277725,-81.99193695
5741,"Spartanburg, SC",492272388,7734169,83548,Demand Response,2019-10,11046,Non-Rail,34.97277725,-81.99193695
5742,"Spartanburg, SC",492272388,7734169,83548,Demand Response,2019-11,9324,Non-Rail,34.97277725,-81.99193695
5743,"Spartanburg, SC",492272388,7734169,83548,Demand Response,2019-12,8762,Non-Rail,34.97277725,-81.99193695
5744,"Spartanburg, SC",492272388,7734169,83548,Demand Response,2020-01,9926,Non-Rail,34.97277725,-81.99193695
5745,"Spartanburg, SC",492272388,7734169,83548,Demand Response,2020-02,8805,Non-Rail,34.97277725,-81.99193695
5746,"Spartanburg, SC",492272388,7734169,83548,Demand Response,2020-03,8092,Non-Rail,34.97277725,-81.99193695
5747,"Spartanburg, SC",492272388,7734169,83548,Demand Response,2020-04,4219,Non-Rail,34.97277725,-81.99193695
5748,"Spartanburg, SC",492272388,7734169,83548,Demand Response,2020-05,4531,Non-Rail,34.97277725,-81.99193695
5749,"Spartanburg, SC",492272388,7734169,83548,Demand Response,2020-06,6155,Non-Rail,34.97277725,-81.99193695
5750,"Spartanburg, SC",492272388,7734169,83548,Demand Response,2020-07,6461,Non-Rail,34.97277725,-81.99193695
5751,"Spartanburg, SC",492272388,7734169,83548,Demand Response,2020-08,6923,Non-Rail,34.97277725,-81.99193695
5752,"Spartanburg, SC",492272388,7734169,83548,Demand Response,2020-09,7075,Non-Rail,34.97277725,-81.99193695
5753,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Demand Response,2019-01,9889,Non-Rail,28.81707363,-81.77532193
5754,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Demand Response,2019-02,9478,Non-Rail,28.81707363,-81.77532193
5755,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Demand Response,2019-03,10127,Non-Rail,28.81707363,-81.77532193
5756,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Demand Response,2019-04,10280,Non-Rail,28.81707363,-81.77532193
5757,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Demand Response,2019-05,10703,Non-Rail,28.81707363,-81.77532193
5758,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Demand Response,2019-06,9710,Non-Rail,28.81707363,-81.77532193
5759,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Demand Response,2019-07,9938,Non-Rail,28.81707363,-81.77532193
5760,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Demand Response,2019-08,10327,Non-Rail,28.81707363,-81.77532193
5761,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Demand Response,2019-09,8817,Non-Rail,28.81707363,-81.77532193
5762,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Demand Response,2019-10,10670,Non-Rail,28.81707363,-81.77532193
5763,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Demand Response,2019-11,9491,Non-Rail,28.81707363,-81.77532193
5764,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Demand Response,2019-12,9569,Non-Rail,28.81707363,-81.77532193
5765,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Demand Response,2020-01,9775,Non-Rail,28.81707363,-81.77532193
5766,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Demand Response,2020-02,9679,Non-Rail,28.81707363,-81.77532193
5767,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Demand Response,2020-03,7771,Non-Rail,28.81707363,-81.77532193
5768,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Demand Response,2020-04,5367,Non-Rail,28.81707363,-81.77532193
5769,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Demand Response,2020-05,5761,Non-Rail,28.81707363,-81.77532193
5770,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Demand Response,2020-06,6190,Non-Rail,28.81707363,-81.77532193
5771,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Demand Response,2020-07,5832,Non-Rail,28.81707363,-81.77532193
5772,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Demand Response,2020-08,5402,Non-Rail,28.81707363,-81.77532193
5773,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Demand Response,2020-09,5352,Non-Rail,28.81707363,-81.77532193
5774,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Bus,2019-01,29728,Non-Rail,28.81707363,-81.77532193
5775,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Bus,2019-02,29663,Non-Rail,28.81707363,-81.77532193
5776,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Bus,2019-03,30025,Non-Rail,28.81707363,-81.77532193
5777,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Bus,2019-04,31952,Non-Rail,28.81707363,-81.77532193
5778,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Bus,2019-05,30098,Non-Rail,28.81707363,-81.77532193
5779,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Bus,2019-06,24588,Non-Rail,28.81707363,-81.77532193
5780,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Bus,2019-07,27038,Non-Rail,28.81707363,-81.77532193
5781,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Bus,2019-08,30308,Non-Rail,28.81707363,-81.77532193
5782,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Bus,2019-09,28284,Non-Rail,28.81707363,-81.77532193
5783,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Bus,2019-10,34842,Non-Rail,28.81707363,-81.77532193
5784,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Bus,2019-11,27759,Non-Rail,28.81707363,-81.77532193
5785,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Bus,2019-12,27318,Non-Rail,28.81707363,-81.77532193
5786,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Bus,2020-01,27304,Non-Rail,28.81707363,-81.77532193
5787,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Bus,2020-02,27185,Non-Rail,28.81707363,-81.77532193
5788,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Bus,2020-03,21553,Non-Rail,28.81707363,-81.77532193
5789,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Bus,2020-04,13396,Non-Rail,28.81707363,-81.77532193
5790,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Bus,2020-05,15178,Non-Rail,28.81707363,-81.77532193
5791,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Bus,2020-06,16546,Non-Rail,28.81707363,-81.77532193
5792,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Bus,2020-07,16702,Non-Rail,28.81707363,-81.77532193
5793,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Bus,2020-08,16004,Non-Rail,28.81707363,-81.77532193
5794,"Leesburg-Eustis-Tavares, FL",245007252,25474582,48799,Bus,2020-09,16892,Non-Rail,28.81707363,-81.77532193
5795,"Killeen, TX",219796217,591408,44992,Demand Response,2019-01,6290,Non-Rail,31.09576885,-97.75065071
5796,"Killeen, TX",219796217,591408,44992,Demand Response,2019-02,16483,Non-Rail,31.09576885,-97.75065071
5797,"Killeen, TX",219796217,591408,44992,Demand Response,2019-03,12808,Non-Rail,31.09576885,-97.75065071
5798,"Killeen, TX",219796217,591408,44992,Demand Response,2019-04,14911,Non-Rail,31.09576885,-97.75065071
5799,"Killeen, TX",219796217,591408,44992,Demand Response,2019-05,14943,Non-Rail,31.09576885,-97.75065071
5800,"Killeen, TX",219796217,591408,44992,Demand Response,2019-06,12532,Non-Rail,31.09576885,-97.75065071
5801,"Killeen, TX",219796217,591408,44992,Demand Response,2019-07,10503,Non-Rail,31.09576885,-97.75065071
5802,"Killeen, TX",219796217,591408,44992,Demand Response,2019-08,12088,Non-Rail,31.09576885,-97.75065071
5803,"Killeen, TX",219796217,591408,44992,Demand Response,2019-09,13706,Non-Rail,31.09576885,-97.75065071
5804,"Killeen, TX",219796217,591408,44992,Demand Response,2019-10,14466,Non-Rail,31.09576885,-97.75065071
5805,"Killeen, TX",219796217,591408,44992,Demand Response,2019-11,14300,Non-Rail,31.09576885,-97.75065071
5806,"Killeen, TX",219796217,591408,44992,Demand Response,2019-12,16583,Non-Rail,31.09576885,-97.75065071
5807,"Killeen, TX",219796217,591408,44992,Demand Response,2020-01,5588,Non-Rail,31.09576885,-97.75065071
5808,"Killeen, TX",219796217,591408,44992,Demand Response,2020-02,13537,Non-Rail,31.09576885,-97.75065071
5809,"Killeen, TX",219796217,591408,44992,Demand Response,2020-03,11580,Non-Rail,31.09576885,-97.75065071
5810,"Killeen, TX",219796217,591408,44992,Demand Response,2020-04,5604,Non-Rail,31.09576885,-97.75065071
5811,"Killeen, TX",219796217,591408,44992,Demand Response,2020-05,5223,Non-Rail,31.09576885,-97.75065071
5812,"Killeen, TX",219796217,591408,44992,Demand Response,2020-06,6060,Non-Rail,31.09576885,-97.75065071
5813,"Killeen, TX",219796217,591408,44992,Demand Response,2020-07,6371,Non-Rail,31.09576885,-97.75065071
5814,"Killeen, TX",219796217,591408,44992,Demand Response,2020-08,6633,Non-Rail,31.09576885,-97.75065071
5815,"Killeen, TX",219796217,591408,44992,Demand Response,2020-09,8304,Non-Rail,31.09576885,-97.75065071
